ID_Filme;title;rating;release_date;countries_origin;genres;languages
19412;The Carnation Kid;0;domingo, 3 de fevereiro de 1929;United States;Comedy, Drama;English
19558;Glamour Boy;70;segunda-feira, 12 de maio de 1941;United States;Comedy, Drama;English
19772;The First Hundred Years;61;sábado, 3 de dezembro de 1938;United States;Comedy, Drama;English
19887;The Plagiarists;59;quarta-feira, 5 de agosto de 2020;United States;Comedy, Drama;English
20428;A Tiger's Tale;54;sexta-feira, 2 de dezembro de 1988;United States;Comedy, Drama;English
20583;Recaptured Love;57;quinta-feira, 7 de agosto de 1930;United States;Comedy, Drama;English
20813;Mistress America;67;quinta-feira, 9 de abril de 2015;United States;Comedy, Drama;English
21016;Fanny Foley Herself;61;sábado, 10 de outubro de 1931;United States;Comedy, Drama;English
21024;The Descendants;73;segunda-feira, 12 de setembro de 2011;United States;Comedy, Drama;English
21231;The Untold Story;59;sexta-feira, 1 de novembro de 2019;United States;Comedy, Drama;English
21307;Hangin' with the Homeboys;69;sábado, 4 de maio de 1991;United States;Comedy, Drama;English
21719;Strangers in Love;67;terça-feira, 4 de outubro de 1932;United States;Comedy, Drama;English
21946;Tyrel;55;sábado, 12 de maio de 2018;United States;Comedy, Drama;English
21984;The Quitter;59;terça-feira, 9 de dezembro de 2014;United States;Comedy, Drama;English
22026;Jack the Bear;65;quinta-feira, 4 de fevereiro de 1993;United States;Comedy, Drama;English
22243;Fourth of July;67;domingo, 7 de agosto de 2022;United States;Comedy, Drama;English
22379;Controlled Chaos;74;quarta-feira, 10 de outubro de 2007;United States;Comedy, Drama;English
22413;Renaissance Man;62;domingo, 6 de março de 1994;United States;Comedy, Drama;English
22740;5 Flights Up;62;quarta-feira, 5 de agosto de 2015;United States;Comedy, Drama;English
22809;Fat Kid Rules the World;64;segunda-feira, 3 de setembro de 2012;United States;Comedy, Drama;English
22819;The Good Half;55;sexta-feira, 9 de fevereiro de 2024;United States;Comedy, Drama;English
22912;Deal;53;sábado, 6 de dezembro de 2008;United States;Comedy, Drama;English
22926;Redhead;71;quinta-feira, 11 de janeiro de 1934;United States;Comedy, Drama;English
23419;The Grass Harp;66;domingo, 10 de novembro de 1996;United States;Comedy, Drama;English
23460;The Judge Steps Out;68;domingo, 6 de novembro de 1949;United States;Comedy, Drama;English
23703;Shrink;66;segunda-feira, 8 de junho de 2009;United States;Comedy, Drama;English
23718;Tumbleweeds;67;terça-feira, 12 de outubro de 1999;United States;Comedy, Drama;English
24294;Rich Kids;64;terça-feira, 5 de agosto de 1980;United States;Comedy, Drama;English
1;Gentle Julia;68;domingo, 4 de outubro de 1936;United States;Comedy, Drama, Romance;English
158;Gidget;66;domingo, 4 de outubro de 1959;United States;Comedy, Drama, Romance;English
229;Palm Swings;44;terça-feira, 10 de março de 2020;United States;Comedy, Drama, Romance;English
244;Nina Takes a Lover;54;sexta-feira, 3 de março de 1995;United States;Comedy, Drama, Romance;English
552;And God Created Woman;44;domingo, 3 de abril de 1988;United States;Comedy, Drama, Romance;English
609;Lovely & Amazing;67;sexta-feira, 8 de fevereiro de 2002;United States;Comedy, Drama, Romance;English
701;Life Begins with Love;56;sábado, 10 de julho de 1937;United States;Comedy, Drama, Romance;English
765;A Modern Affair;56;domingo, 9 de junho de 1996;United States;Comedy, Drama, Romance;English
1064;Sex and Breakfast;48;segunda-feira, 11 de abril de 2005;United States;Comedy, Drama, Romance;English
1190;I Used to Go Here;56;quarta-feira, 8 de julho de 2020;United States;Comedy, Drama, Romance;English
1430;The Ghost Comes Home;59;sábado, 3 de agosto de 1940;United States;Comedy, Drama, Romance;English
1728;Good Sam;63;sexta-feira, 9 de janeiro de 1948;United States;Comedy, Drama, Romance;English
1839;Fish Without a Bicycle;41;segunda-feira, 10 de novembro de 2003;United States;Comedy, Drama, Romance;English
2142;I Love My Dad;63;quinta-feira, 8 de dezembro de 2022;United States;Comedy, Drama, Romance;English
2217;Steamboat Round the Bend;68;domingo, 9 de junho de 1935;United States;Comedy, Drama, Romance;English
2233;Puddle Cruiser;55;segunda-feira, 1 de janeiro de 1996;United States;Comedy, Drama, Romance;English
2256;The Impatient Years;64;segunda-feira, 9 de outubro de 1944;United States;Comedy, Drama, Romance;English
2706;30 Years to Life;59;sexta-feira, 9 de maio de 2003;United States;Comedy, Drama, Romance;English
2721;Mozart and the Whale;67;quinta-feira, 2 de fevereiro de 2006;United States;Comedy, Drama, Romance;English
2724;Tell Me That You Love Me, Junie Moon;61;quinta-feira, 5 de novembro de 1970;United States;Comedy, Drama, Romance;English
2794;The Oh in Ohio;55;sexta-feira, 2 de fevereiro de 2007;United States;Comedy, Drama, Romance;English
2851;The Perez Family;60;terça-feira, 5 de dezembro de 1995;United States;Comedy, Drama, Romance;English
3408;Someone to Love;0;quinta-feira, 12 de janeiro de 1928;United States;Comedy, Drama, Romance;English
4247;Sister Code;43;quarta-feira, 5 de agosto de 2015;United States;Comedy, Drama, Romance;English
4260;Publicity Madness;0;quinta-feira, 3 de maio de 1928;United States;Comedy, Drama, Romance;English
4265;Dog Days;62;quarta-feira, 8 de agosto de 2018;United States;Comedy, Drama, Romance;English
4384;Something to Talk About;58;sábado, 8 de abril de 1995;United States;Comedy, Drama, Romance;English
4414;Always;56;quarta-feira, 10 de abril de 1985;United States;Comedy, Drama, Romance;English
4511;Once Around;65;quarta-feira, 2 de janeiro de 1991;United States;Comedy, Drama, Romance;English
4799;Finding North;63;sábado, 6 de novembro de 1999;United States;Comedy, Drama, Romance;English
4844;Baby It's You;64;domingo, 3 de abril de 1983;United States;Comedy, Drama, Romance;English
4859;Twogether;46;terça-feira, 12 de maio de 1992;United States;Comedy, Drama, Romance;English
4995;Skipped Parts;62;terça-feira, 12 de junho de 2001;United States;Comedy, Drama, Romance;English
5093;The Lady Is Willing;63;quarta-feira, 2 de dezembro de 1942;United States;Comedy, Drama, Romance;English
5107;All Night Long;55;quarta-feira, 3 de junho de 1981;United States;Comedy, Drama, Romance;English
5158;Made for Each Other;62;segunda-feira, 2 de outubro de 1939;United States;Comedy, Drama, Romance;English
5381;The Accidental Tourist;67;quinta-feira, 1 de junho de 1989;United States;Comedy, Drama, Romance;English
5517;Life Partners;62;quarta-feira, 11 de junho de 2014;United States;Comedy, Drama, Romance;English
5732;Relative;71;sábado, 3 de dezembro de 2022;United States;Comedy, Drama, Romance;English
5820;The Grand Parade;56;domingo, 2 de fevereiro de 1930;United States;Comedy, Drama, Romance;English
5948;East Side Kids;55;quarta-feira, 2 de outubro de 1940;United States;Comedy, Drama, Romance;English
5986;Slutty Summer;51;sábado, 6 de novembro de 2004;United States;Comedy, Drama, Romance;English
6075;Sometimes I Think About Dying;66;terça-feira, 3 de dezembro de 2024;United States;Comedy, Drama, Romance;English
6162;Boy Meets Girl;71;terça-feira, 2 de junho de 2015;United States;Comedy, Drama, Romance;English
6562;The Yellow Cab Man;64;terça-feira, 4 de julho de 1950;United States;Comedy, Drama, Romance;English
6810;Captain Hurricane;55;quinta-feira, 3 de janeiro de 1935;United States;Comedy, Drama, Romance;English
6847;Three Wise Girls;64;sexta-feira, 2 de setembro de 1932;United States;Comedy, Drama, Romance;English
6990;Multiple Sarcasms;47;quarta-feira, 4 de agosto de 2010;United States;Comedy, Drama, Romance;English
7845;Living Out Loud;65;quinta-feira, 11 de junho de 1998;United States;Comedy, Drama, Romance;English
8011;Childhood's End;46;sexta-feira, 4 de abril de 1997;United States;Comedy, Drama, Romance;English
8050;Home for the Holidays;66;sábado, 11 de março de 1995;United States;Comedy, Drama, Romance;English
8126;Threesome;63;quinta-feira, 4 de agosto de 1994;United States;Comedy, Drama, Romance;English
8370;Breakup Season;58;quarta-feira, 12 de junho de 2024;United States;Comedy, Drama, Romance;English
8574;Me and My Gal;66;terça-feira, 12 de abril de 1932;United States;Comedy, Drama, Romance;English
8746;Sleep with Me;57;sexta-feira, 11 de fevereiro de 1994;United States;Comedy, Drama, Romance;English
8751;Women Must Dress;51;quarta-feira, 2 de janeiro de 1935;United States;Comedy, Drama, Romance;English
8767;Latter Days;70;quarta-feira, 7 de janeiro de 2004;United States;Comedy, Drama, Romance;English
8840;The Nuisance;67;segunda-feira, 6 de fevereiro de 1933;United States;Comedy, Drama, Romance;English
9102;Coast to Coast;52;segunda-feira, 10 de março de 1980;United States;Comedy, Drama, Romance;English
9253;She's Having a Baby;60;segunda-feira, 2 de maio de 1988;United States;Comedy, Drama, Romance;English
9260;Pete 'n' Tillie;62;segunda-feira, 6 de agosto de 1973;United States;Comedy, Drama, Romance;English
9304;Vagabond Lady;59;terça-feira, 5 de março de 1935;United States;Comedy, Drama, Romance;English
9322;To All the Boys: P.S. I Still Love You;61;quarta-feira, 2 de dezembro de 2020;United States;Comedy, Drama, Romance;English
9610;A Thousand Clowns;73;sexta-feira, 9 de setembro de 1966;United States;Comedy, Drama, Romance;English
9884;Why Did I Get Married Too?;47;quinta-feira, 4 de fevereiro de 2010;United States;Comedy, Drama, Romance;English
9892;Rich Man, Poor Girl;62;quinta-feira, 8 de dezembro de 1938;United States;Comedy, Drama, Romance;English
9958;Son in Law;59;domingo, 7 de fevereiro de 1993;United States;Comedy, Drama, Romance;English
10070;Women of Glamour;64;sexta-feira, 3 de setembro de 1937;United States;Comedy, Drama, Romance;English
10174;Go Fish;57;domingo, 7 de agosto de 1994;United States;Comedy, Drama, Romance;English
10239;Stage Door;77;terça-feira, 10 de agosto de 1937;United States;Comedy, Drama, Romance;English
10283;A Secret Promise;53;sexta-feira, 3 de dezembro de 2021;United States;Comedy, Drama, Romance;English
10582;Same Time, Next Year;72;sexta-feira, 3 de agosto de 1979;United States;Comedy, Drama, Romance;English
10621;Why Did I Get Married?;59;segunda-feira, 10 de dezembro de 2007;United States;Comedy, Drama, Romance;English
10644;It's Kind of a Funny Story;71;terça-feira, 10 de agosto de 2010;United States;Comedy, Drama, Romance;English
10661;A Lady of Chance;69;quinta-feira, 12 de janeiro de 1928;United States;Comedy, Drama, Romance;English
10795;A Nice Indian Boy;72;sexta-feira, 4 de abril de 2025;United States;Comedy, Drama, Romance;English
11142;For Love or Money;62;domingo, 10 de janeiro de 1993;United States;Comedy, Drama, Romance;English
11144;Advice to the Forlorn;65;quinta-feira, 12 de janeiro de 1933;United States;Comedy, Drama, Romance;English
11149;Blonde Inspiration;57;quarta-feira, 2 de julho de 1941;United States;Comedy, Drama, Romance;English
11242;Big Bad Love;59;sábado, 10 de novembro de 2001;United States;Comedy, Drama, Romance;English
11389;$10 Raise;68;sexta-feira, 5 de abril de 1935;United States;Comedy, Drama, Romance;English
11396;Count Your Blessings;50;segunda-feira, 10 de agosto de 1959;United States;Comedy, Drama, Romance;English
11467;Bloodhounds of Broadway;53;sábado, 11 de março de 1989;United States;Comedy, Drama, Romance;English
11494;Maybe It's Love;57;domingo, 1 de dezembro de 1935;United States;Comedy, Drama, Romance;English
11532;Merrily We Go to Hell;69;quinta-feira, 6 de outubro de 1932;United States;Comedy, Drama, Romance;English
11581;Side Effects;49;sexta-feira, 9 de setembro de 2005;United States;Comedy, Drama, Romance;English
11597;The Meddler;63;domingo, 6 de março de 2016;United States;Comedy, Drama, Romance;English
11810;Cooley High;71;domingo, 7 de maio de 1978;United States;Comedy, Drama, Romance;English
11910;Banjo on My Knee;61;quinta-feira, 12 de novembro de 1936;United States;Comedy, Drama, Romance;English
12493;State Fair;67;segunda-feira, 2 de outubro de 1933;United States;Comedy, Drama, Romance;English
12518;Lovers and Other Strangers;65;terça-feira, 8 de dezembro de 1970;United States;Comedy, Drama, Romance;English
12547;The Meanest Gal in Town;62;sábado, 1 de dezembro de 1934;United States;Comedy, Drama, Romance;English
12789;Sleepwalk with Me;67;quinta-feira, 4 de abril de 2013;United States;Comedy, Drama, Romance;English
12825;Dogfight;73;quarta-feira, 10 de abril de 1991;United States;Comedy, Drama, Romance;English
12885;Love in the Time of Money;53;sexta-feira, 1 de novembro de 2002;United States;Comedy, Drama, Romance;English
12940;Joey Breaker;45;segunda-feira, 3 de maio de 1993;United States;Comedy, Drama, Romance;English
13016;The Affairs of Susan;65;terça-feira, 7 de agosto de 1945;United States;Comedy, Drama, Romance;English
13597;Ginger;72;terça-feira, 7 de maio de 1935;United States;Comedy, Drama, Romance;English
13622;Modern Girls;58;sexta-feira, 11 de julho de 1986;United States;Comedy, Drama, Romance;English
13794;The Impatient Maiden;62;domingo, 3 de janeiro de 1932;United States;Comedy, Drama, Romance;English
14239;Bed & Breakfast;54;quarta-feira, 8 de julho de 1992;United States;Comedy, Drama, Romance;English
14466;Young April;73;quarta-feira, 10 de novembro de 1926;United States;Comedy, Drama, Romance;English
14950;I Live My Life;59;quarta-feira, 10 de abril de 1935;United States;Comedy, Drama, Romance;English
15237;The Rat Race;66;sexta-feira, 7 de outubro de 1960;United States;Comedy, Drama, Romance;English
15429;Jersey Girl;61;quarta-feira, 8 de janeiro de 1992;United States;Comedy, Drama, Romance;English
15514;The Threesome;81;quinta-feira, 3 de julho de 2025;United States;Comedy, Drama, Romance;English
15832;Kicking and Screaming;67;sábado, 10 de junho de 1995;United States;Comedy, Drama, Romance;English
15874;Bad Manners;64;quinta-feira, 10 de setembro de 1998;United States;Comedy, Drama, Romance;English
15922;Melvin Goes to Dinner;67;sábado, 12 de abril de 2003;United States;Comedy, Drama, Romance;English
15938;Then Came You;59;segunda-feira, 10 de fevereiro de 2020;United States;Comedy, Drama, Romance;English
16024;The Next Big Thing;58;sábado, 11 de agosto de 2001;United States;Comedy, Drama, Romance;English
16108;Reckless;62;sexta-feira, 2 de março de 1984;United States;Comedy, Drama, Romance;English
16256;Table 19;58;sexta-feira, 3 de março de 2017;United States;Comedy, Drama, Romance;English
16298;Liberal Arts;67;quinta-feira, 10 de maio de 2012;United States;Comedy, Drama, Romance;English
16308;Merely Mary Ann;63;terça-feira, 9 de junho de 1931;United States;Comedy, Drama, Romance;English
16413;Nobody's Fool;50;domingo, 11 de fevereiro de 2018;United States;Comedy, Drama, Romance;English
16427;Straight Talk;57;quarta-feira, 4 de março de 1992;United States;Comedy, Drama, Romance;English
16473;The Tao of Steve;67;domingo, 9 de janeiro de 2000;United States;Comedy, Drama, Romance;English
16548;The Anarchist Cookbook;50;domingo, 6 de janeiro de 2002;United States;Comedy, Drama, Romance;English
16705;My Pal Gus;67;sábado, 12 de janeiro de 1952;United States;Comedy, Drama, Romance;English
16928;Sunday Punch;57;quarta-feira, 5 de agosto de 1942;United States;Comedy, Drama, Romance;English
16968;Meet John Doe;76;quarta-feira, 5 de março de 1941;United States;Comedy, Drama, Romance;English
17119;Be Somebody;56;quinta-feira, 6 de outubro de 2016;United States;Comedy, Drama, Romance;English
17322;Nothing Like the Holidays;61;sexta-feira, 12 de dezembro de 2008;United States;Comedy, Drama, Romance;English
17424;The County Chairman;65;sexta-feira, 1 de novembro de 1935;United States;Comedy, Drama, Romance;English
17630;I'll Take You There;65;terça-feira, 9 de março de 1999;United States;Comedy, Drama, Romance;English
17773;Little Mister Jim;57;domingo, 6 de outubro de 1946;United States;Comedy, Drama, Romance;English
17857;Let's Make It Legal;61;sexta-feira, 7 de novembro de 1952;United States;Comedy, Drama, Romance;English
17904;The Lords of Flatbush;56;domingo, 5 de janeiro de 1975;United States;Comedy, Drama, Romance;English
17932;The Naughty Flirt;57;domingo, 1 de novembro de 1931;United States;Comedy, Drama, Romance;English
17945;How to Make an American Quilt;63;sábado, 10 de junho de 1995;United States;Comedy, Drama, Romance;English
17957;You're a Big Boy Now;60;domingo, 6 de agosto de 1967;United States;Comedy, Drama, Romance;English
17971;Music from Another Room;63;sexta-feira, 11 de dezembro de 1998;United States;Comedy, Drama, Romance;English
18012;The Watermelon Woman;71;sábado, 3 de maio de 1997;United States;Comedy, Drama, Romance;English
18252;The Bride Wore Red;63;terça-feira, 10 de agosto de 1937;United States;Comedy, Drama, Romance;English
18423;Trust the Man;57;segunda-feira, 9 de janeiro de 2006;United States;Comedy, Drama, Romance;English
18606;Unfavorable Odds;32;sexta-feira, 9 de setembro de 2022;United States;Comedy, Drama, Romance;English
18652;Laggies;64;sexta-feira, 11 de julho de 2014;United States;Comedy, Drama, Romance;English
18847;Outside Providence;64;sábado, 9 de janeiro de 1999;United States;Comedy, Drama, Romance;English
18879;The Oranges;58;quinta-feira, 10 de maio de 2012;United States;Comedy, Drama, Romance;English
18931;Shortcomings;64;sábado, 8 de abril de 2023;United States;Comedy, Drama, Romance;English
19035;The Trip;70;domingo, 5 de maio de 2002;United States;Comedy, Drama, Romance;English
19172;Palm Springs;62;quarta-feira, 6 de maio de 1936;United States;Comedy, Drama, Romance;English
19242;The College Coquette;51;quarta-feira, 8 de maio de 1929;United States;Comedy, Drama, Romance;English
19468;Gayby;60;segunda-feira, 3 de dezembro de 2012;United States;Comedy, Drama, Romance;English
19807;The Home Towners;0;domingo, 11 de março de 1928;United States;Comedy, Drama, Romance;English
20217;Melinda and Melinda;64;quinta-feira, 4 de agosto de 2005;United States;Comedy, Drama, Romance;English
20689;The Myth of the American Sleepover;63;segunda-feira, 4 de julho de 2011;United States;Comedy, Drama, Romance;English
20760;The Brothers McMullen;66;quarta-feira, 8 de novembro de 1995;United States;Comedy, Drama, Romance;English
20970;Spread;58;sexta-feira, 7 de agosto de 2009;United States;Comedy, Drama, Romance;English
20988;Skin Deep;61;sexta-feira, 3 de março de 1989;United States;Comedy, Drama, Romance;English
21207;It Happened in Hollywood;63;sexta-feira, 9 de julho de 1937;United States;Comedy, Drama, Romance;English
21359;Subway Sadie;0;quinta-feira, 9 de dezembro de 1926;United States;Comedy, Drama, Romance;English
21495;The Jane Austen Book Club;67;quinta-feira, 10 de maio de 2007;United States;Comedy, Drama, Romance;English
21542;The Comedian;58;quinta-feira, 2 de março de 2017;United States;Comedy, Drama, Romance;English
22076;Telling You;44;quarta-feira, 8 de julho de 1998;United States;Comedy, Drama, Romance;English
22298;Private Number;67;quarta-feira, 6 de maio de 1936;United States;Comedy, Drama, Romance;English
22794;The Party at Kitty and Stud's;25;sexta-feira, 2 de outubro de 1970;United States;Comedy, Drama, Romance;English
22887;Love Nest;62;quarta-feira, 10 de outubro de 1951;United States;Comedy, Drama, Romance;English
23135;Man-Proof;60;sexta-feira, 1 de julho de 1938;United States;Comedy, Drama, Romance;English
23143;Lymelife;68;sexta-feira, 11 de dezembro de 2009;United States;Comedy, Drama, Romance;English
23297;Waiting for Forever;59;sábado, 2 de abril de 2011;United States;Comedy, Drama, Romance;English
23336;The First Time;68;terça-feira, 2 de julho de 2013;United States;Comedy, Drama, Romance;English
23385;Greetings from the Shore;59;terça-feira, 9 de dezembro de 2008;United States;Comedy, Drama, Romance;English
24020;A Guy, a Gal and a Pal;67;sexta-feira, 3 de agosto de 1945;United States;Comedy, Drama, Romance;English
24372;Happythankyoumoreplease;67;quinta-feira, 3 de março de 2011;United States;Comedy, Drama, Romance;English
24399;Married Too Young;48;segunda-feira, 1 de janeiro de 1962;United States;Comedy, Drama, Romance;English
31;We Need to Do Something;45;terça-feira, 9 de março de 2021;United States;Horror, Mystery;English
33;Icebreaker;35;quarta-feira, 5 de janeiro de 2000;United States;Action, Drama;English
196;Death of a Nation;41;quinta-feira, 8 de março de 2018;United States;Documentary, History;English
259;Eve and the Handyman;40;sexta-feira, 5 de maio de 1961;United States;Slapstick, Comedy, Romance;English
278;Me and Earl and the Dying Girl;77;quarta-feira, 7 de janeiro de 2015;United States;Coming-of-Age, Dark Comedy, Comedy, Drama;English
325;16 Days of Glory;77;quinta-feira, 3 de julho de 1986;United States;Documentary, Sport;English
331;Brother's Keeper;75;quarta-feira, 9 de setembro de 1992;United States;Crime, Documentary, Mystery;English
434;Fertilize the Blaspheming Bombshell;33;quinta-feira, 3 de dezembro de 1992;United States;Horror;English
449;The Yesterday Machine;39;sábado, 6 de março de 1965;United States;Sci-Fi;English
487;The Brides Wore Blood;38;sábado, 1 de janeiro de 1972;United States;Vampire Horror, Drama, Fantasy, Horror, Mystery, Thriller;English
492;Blood Frenzy;45;sábado, 10 de outubro de 1987;United States;Slasher Horror, Horror;English
561;The Last Days of American Crime;38;quarta-feira, 6 de maio de 2020;United States;Action, Crime, Drama, Sci-Fi, Thriller;English
600;The Gallows;42;quarta-feira, 7 de outubro de 2015;United States;Found Footage Horror, Slasher Horror, Supernatural Horror, Teen Horror, Horror, Mystery, Thriller;English
616;Ben & Arthur;19;sábado, 1 de fevereiro de 2003;United States;Drama, Romance, Thriller;English
633;Blow;75;segunda-feira, 4 de junho de 2001;United States;Docudrama, Drug Crime, Tragedy, True Crime, Biography, Crime, Drama;English
637;Five the Hard Way;18;sábado, 7 de novembro de 1970;United States;Action, Sport;English
651;It Ends;80;quinta-feira, 3 de julho de 2025;United States;Comedy, Horror, Thriller;English
674;Blood Sabbath;41;sábado, 1 de janeiro de 1972;United States;Adventure, Horror;English
678;Spider-Man: Across the Spider-Verse;85;segunda-feira, 6 de fevereiro de 2023;United States;Computer Animation, Superhero, Supernatural Fantasy, Teen Adventure, Urban Adventure, Action, Adventure, Animation, Family, Fantasy;English
679;Turn It Up;41;sexta-feira, 9 de junho de 2000;United States;Action, Crime, Drama, Music;English
684;A Face in the Crowd;82;domingo, 6 de janeiro de 1957;United States;Drama, Music;English
687;Prehistoric Women;29;quarta-feira, 11 de janeiro de 1950;United States;Adventure, Fantasy;English
755;Sunset Boulevard;84;sábado, 8 de abril de 1950;United States;Dark Comedy, Film Noir, Psychological Drama, Showbiz Drama, Tragedy, Drama;English
769;Saturday the 14th Strikes Back;31;domingo, 8 de maio de 1988;United States;Comedy, Fantasy, Horror, Sci-Fi;English
778;Night of the Living Dead;78;quarta-feira, 10 de abril de 1968;United States;B-Horror, Supernatural Horror, Survival, Zombie Horror, Horror, Thriller;English
785;Lamb of God: The Concert Film;83;sexta-feira, 3 de dezembro de 2021;United States;Musical;English
810;Shadow of Chinatown;39;sábado, 10 de outubro de 1936;United States;Action, Adventure, Thriller;English
890;Jungle Man;36;sexta-feira, 10 de outubro de 1941;United States;Jungle Adventure, Adventure;English
891;4 Little Girls;78;domingo, 7 de setembro de 1997;United States;Crime Documentary, Political Documentary, Documentary, History;English
902;The Conversation;77;quarta-feira, 4 de dezembro de 1974;United States;Conspiracy Thriller, Psychological Drama, Psychological Thriller, Drama, Mystery, Thriller;English
1015;The Yanks Are Coming;41;sexta-feira, 11 de setembro de 1942;United States;Slapstick, Comedy, Musical, Romance;English
1019;42;75;quarta-feira, 4 de dezembro de 2013;United States;Baseball, Docudrama, Period Drama, Biography, Drama, Sport;English
1029;Karate Cop;29;segunda-feira, 11 de outubro de 1993;United States;Action, Sci-Fi;English
1043;Tortured Females;38;sábado, 10 de julho de 1965;United States;Crime, Horror;English
1046;Goldilocks and the Three Bares;32;domingo, 9 de junho de 1963;United States;Comedy, Musical;English
1112;The Smokers;30;quarta-feira, 3 de maio de 2000;United States;Thriller;English
1124;Syngenor;43;sábado, 10 de março de 1990;United States;Horror, Sci-Fi;English
1128;For King + Country: A Drummer Boy Christmas - Live;81;quinta-feira, 12 de dezembro de 2024;United States;Music;English
1166;Waking Life;77;quarta-feira, 3 de julho de 2002;United States;Animation, Drama, Fantasy;English
1183;Anthony's Desire;40;sexta-feira, 1 de janeiro de 1993;United States;Steamy Romance, Drama, Romance;English
1212;Life of a Gigolo;43;segunda-feira, 4 de janeiro de 1999;United States;Steamy Romance, Drama, Romance;English
1218;Santa with Muscles;26;quarta-feira, 12 de junho de 1996;United States;Holiday Comedy, Comedy;English
1230;Hero Mode;45;terça-feira, 6 de abril de 2021;United States;Adventure, Comedy, Family;English
1279;Two Lost Worlds;42;terça-feira, 1 de maio de 1951;United States;Adventure, Romance, Sci-Fi;English
1282;Matilda;36;quarta-feira, 10 de maio de 1978;United States;Comedy, Crime, Family, Sport;English
1302;Average Joe;42;quinta-feira, 10 de outubro de 2024;United States;Family;English
1304;American Streetfighter;37;segunda-feira, 4 de julho de 1994;United States;Action, Thriller;English
1307;Track of the Moon Beast;23;terça-feira, 6 de janeiro de 1976;United States;Horror, Sci-Fi;English
1315;Deadly Games;40;sexta-feira, 10 de dezembro de 1982;United States;Slasher Horror, Horror, Mystery;English
1323;Number One Fan;43;sexta-feira, 7 de junho de 1996;United States;Thriller;English
1333;Our Deadly Vows;35;sexta-feira, 7 de julho de 2023;United States;Drama, Horror, Thriller;English
1341;For the Bible Tells Me So;78;quinta-feira, 10 de maio de 2007;United States;Faith & Spirituality Documentary, Documentary, Romance;English
1349;Jazz on a Summer's Day;79;quarta-feira, 2 de novembro de 1960;United States;Concert, Documentary, Music;English
1410;The Killing;79;quarta-feira, 6 de junho de 1956;United States;Caper, Film Noir, Heist, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller;English
1479;Lolita 2000;40;segunda-feira, 2 de março de 1998;United States;Sci-Fi;English
1570;Hot Water;78;domingo, 4 de janeiro de 2015;United States;Documentary, Drama;English
1572;The Curse of the Screaming Dead;24;sexta-feira, 1 de janeiro de 1982;United States;Horror;English
1651;South Beach;40;terça-feira, 9 de novembro de 1993;United States;Action, Crime, Drama, Thriller;English
1680;Fatal Instinct;41;quarta-feira, 9 de setembro de 1992;United States;Thriller;English
1781;Ghosts Can't Do It;22;sábado, 6 de janeiro de 1990;United States;Dark Comedy, Romantic Comedy, Comedy, Crime, Fantasy, Romance;English
1788;Days of Wine and Roses;78;terça-feira, 2 de abril de 1963;United States;Tragedy, Drama;English
1795;Young Nurses in Love;37;segunda-feira, 5 de outubro de 1987;United States;Parody, Raunchy Comedy, Comedy;English
1865;Gordy;38;terça-feira, 5 de dezembro de 1995;United States;Animal Adventure, Farce, High-Concept Comedy, Comedy, Drama, Family, Fantasy;English
1948;The Unholy Trinity;79;terça-feira, 10 de dezembro de 2024;United States;Adventure, Crime, Western;English
2039;Perfect Victims;43;terça-feira, 3 de janeiro de 1989;United States;Horror, Thriller;English
2047;The Ravager;41;sexta-feira, 11 de dezembro de 1970;United States;Action, Horror;English
2074;Revolt of the Zombies;34;segunda-feira, 6 de abril de 1936;United States;Supernatural Horror, Zombie Horror, Adventure, Horror;English
2094;Deathsport;41;quarta-feira, 9 de agosto de 1978;United States;Action, Drama, Sci-Fi, Sport, Thriller;English
2110;Buddha Heads;43;domingo, 8 de setembro de 2002;United States;Crime, Drama;English
2112;Haunted;35;domingo, 3 de abril de 1977;United States;Horror;English
2137;Firehouse;29;domingo, 7 de fevereiro de 1993;United States;Parody, Satire, Comedy;English
2167;Murderball;77;domingo, 8 de maio de 2005;United States;Sports Documentary, Documentary, Sport;English
2171;Murder Eleven;37;quinta-feira, 10 de janeiro de 2013;United States;Crime, Mystery, Thriller;English
2172;God's Bloody Acre;43;terça-feira, 10 de junho de 1975;United States;Drama, Horror;English
2241;Mistaken Orders;40;quarta-feira, 5 de maio de 1926;United States;Action, Adventure, Crime, Romance;English
2345;Spider & Jessie;93;sábado, 2 de agosto de 2025;United States;Psychological Thriller, Drama, Mystery, Thriller;English
2351;Murder by Television;42;quinta-feira, 10 de janeiro de 1935;United States;Mystery, Thriller;English
2414;Interface;36;terça-feira, 5 de junho de 1984;United States;Comedy, Horror, Sci-Fi;English
2441;Marines, Let's Go;45;quarta-feira, 11 de outubro de 1961;United States;Comedy, Drama, War;English
2453;Crystal Force;35;quarta-feira, 12 de fevereiro de 1992;United States;Fantasy, Horror;English
2556;Julie and Jack;17;quarta-feira, 1 de janeiro de 2003;United States;Artificial Intelligence, Drama, Romance, Sci-Fi;English
2608;Infamous;43;domingo, 6 de dezembro de 2020;United States;Crime, Drama, Romance, Thriller;English
2623;Boa;34;quarta-feira, 7 de julho de 2010;United States;Action, Horror, Sci-Fi, Thriller;English
2664;They/Them;40;domingo, 8 de maio de 2022;United States;Psychological Horror, Psychological Thriller, Slasher Horror, Drama, Horror, Mystery, Thriller;English
