ID_Filme;title;rating;release_date;countries_origin;genres;languages
68;What Maisie Knew;74;terça-feira, 5 de março de 2013;United States;Drama;English
72;Disfigured;66;sexta-feira, 7 de novembro de 2008;United States;Drama;English
76;Stage Madness;0;quinta-feira, 1 de setembro de 1927;United States;Drama;English
160;Half a Sinner;73;sábado, 6 de janeiro de 1934;United States;Drama;English
167;The New Twenty;52;domingo, 7 de dezembro de 2008;United States;Drama;English
178;Chapter & Verse;64;terça-feira, 6 de dezembro de 2016;United States;Drama;English
254;Pvt Chat;58;quinta-feira, 2 de setembro de 2021;United States;Drama;English
348;Walk Proud;54;terça-feira, 11 de setembro de 1979;United States;Drama;English
356;Raymie;70;sábado, 7 de maio de 1960;United States;Drama;English
357;Chestnut;48;quarta-feira, 7 de fevereiro de 2024;United States;Drama;English
361;Redwood Highway;63;sábado, 4 de maio de 2013;United States;Drama;English
378;Mandalay;66;terça-feira, 2 de outubro de 1934;United States;Drama;English
401;God's Not Dead: We the People;43;quinta-feira, 11 de novembro de 2021;United States;Drama;English
408;Three Days of Rain;55;quinta-feira, 5 de dezembro de 2002;United States;Drama;English
411;Father's Son;64;sexta-feira, 3 de julho de 1931;United States;Drama;English
424;Gallant Lady;69;terça-feira, 1 de maio de 1934;United States;Drama;English
451;The Street of Illusion;0;sexta-feira, 9 de março de 1928;United States;Drama;English
459;Georges Bataille's Story of the Eye;33;sexta-feira, 12 de dezembro de 2003;United States;Drama;English
531;Parrish;65;quarta-feira, 5 de abril de 1961;United States;Drama;English
537;The Hottest Bid;55;domingo, 1 de janeiro de 1995;United States;Drama;English
558;Decoding Annie Parker;62;quarta-feira, 5 de fevereiro de 2014;United States;Drama;English
566;Vito Bonafacci;66;domingo, 5 de junho de 2011;United States;Drama;English
611;Brave New World;0;sábado, 2 de abril de 1932;United States;Drama;English
653;Handsome Harry;61;sábado, 12 de junho de 2010;United States;Drama;English
689;Wildfire;45;sexta-feira, 12 de fevereiro de 1988;United States;Drama;English
719;A Smell of Honey  a Swallow of Brine;58;quinta-feira, 6 de outubro de 1966;United States;Drama;English
743;Not Today;55;quarta-feira, 4 de dezembro de 2013;United States;Drama;English
907;Dancers in the Dark;60;quinta-feira, 3 de novembro de 1932;United States;Drama;English
928;Military Academy;59;sábado, 8 de junho de 1940;United States;Drama;English
949;Second Chances;65;sexta-feira, 9 de janeiro de 1998;United States;Drama;English
982;The Leather Saint;58;quarta-feira, 6 de junho de 1956;United States;Drama;English
1003;Behind the Red Door;63;segunda-feira, 1 de dezembro de 2003;United States;Drama;English
1013;The Bolted Door;0;quinta-feira, 3 de maio de 1923;United States;Drama;English
1014;A Reason;61;segunda-feira, 6 de janeiro de 2014;United States;Drama;English
1062;Chained for Life;65;sábado, 12 de outubro de 2019;United States;Drama;English
1072;Madeline's Madeline;63;segunda-feira, 8 de outubro de 2018;United States;Drama;English
1104;Venice Beach;57;sexta-feira, 10 de janeiro de 2014;United States;Drama;English
1113;Surrender;63;sexta-feira, 12 de junho de 1931;United States;Drama;English
1317;Isle of Hope;76;segunda-feira, 12 de setembro de 2022;United States;Drama;English
1335;The Great Gatsby;0;sexta-feira, 4 de outubro de 1935;United States;Drama;English
1357;Stop!;65;domingo, 4 de outubro de 1970;United States;Drama;English
1362;Ode to Billy Joe;66;terça-feira, 6 de abril de 1976;United States;Drama;English
1398;Condemned!;64;segunda-feira, 11 de março de 1929;United States;Drama;English
1415;The Wildcatter;0;domingo, 6 de junho de 1937;United States;Drama;English
1478;The Spitfire Grill;70;domingo, 9 de junho de 1996;United States;Drama;English
1520;Fast Workers;63;terça-feira, 3 de outubro de 1933;United States;Drama;English
1568;Corianton;74;sábado, 10 de janeiro de 1931;United States;Drama;English
1588;The Velvet Trap;46;sábado, 1 de janeiro de 1966;United States;Drama;English
1620;12 and Holding;74;sexta-feira, 7 de julho de 2006;United States;Drama;English
1622;Swimming;63;domingo, 3 de setembro de 2000;United States;Drama;English
1632;Murder on Lenox Avenue;48;quarta-feira, 1 de janeiro de 1941;United States;Drama;English
1670;...One Third of a Nation...;62;segunda-feira, 2 de outubro de 1939;United States;Drama;English
1696;Millers in Marriage;52;terça-feira, 1 de abril de 2025;United States;Drama;English
1704;Street Corner;51;quinta-feira, 10 de março de 1949;United States;Drama;English
1709;Max Rose;62;terça-feira, 9 de fevereiro de 2016;United States;Drama;English
1797;Life of a King;69;terça-feira, 5 de agosto de 2014;United States;Drama;English
1840;Let's Talk About Sex;38;segunda-feira, 9 de novembro de 1998;United States;Drama;English
1924;I Hate Women;61;sexta-feira, 5 de outubro de 1934;United States;Drama;English
1954;Fiona;57;terça-feira, 9 de novembro de 1999;United States;Drama;English
1980;New York Nights;32;sábado, 1 de janeiro de 1994;United States;Drama;English
1992;Laura's Toys;57;quarta-feira, 1 de janeiro de 1975;United States;Drama;English
2004;Too Busy to Work;65;sexta-feira, 12 de fevereiro de 1932;United States;Drama;English
2051;Sinner's Blood;39;quarta-feira, 1 de janeiro de 1969;United States;Drama;English
2096;A Matter of Faith;37;terça-feira, 5 de janeiro de 2016;United States;Drama;English
2201;On Golden Pond;76;quinta-feira, 2 de dezembro de 1982;United States;Drama;English
2229;Hip Hot and 21;44;terça-feira, 3 de janeiro de 1967;United States;Drama;English
2268;Without Each Other;0;segunda-feira, 1 de janeiro de 1962;United States;Drama;English
2272;Ghetto Physics;60;terça-feira, 10 de agosto de 2010;United States;Drama;English
2361;The Tic Code;67;quinta-feira, 6 de janeiro de 2000;United States;Drama;English
2388;Higher Ground;62;terça-feira, 3 de janeiro de 2012;United States;Drama;English
2405;Tomorrow and Tomorrow;66;segunda-feira, 2 de maio de 1932;United States;Drama;English
2431;Italian Movie;47;domingo, 10 de dezembro de 1995;United States;Drama;English
2484;The Circus Kid;76;terça-feira, 10 de julho de 1928;United States;Drama;English
2490;The New Interns;61;segunda-feira, 6 de janeiro de 1964;United States;Drama;English
2590;The Silent Enemy;69;sábado, 8 de fevereiro de 1930;United States;Drama;English
2644;Wrecking Crew;59;sábado, 11 de julho de 1942;United States;Drama;English
2658;24 Hours;62;sábado, 10 de outubro de 1931;United States;Drama;English
2665;Sorrell and Son;59;sábado, 12 de fevereiro de 1927;United States;Drama;English
2689;The World Accuses;52;terça-feira, 11 de dezembro de 1934;United States;Drama;English
2729;Never;59;terça-feira, 3 de junho de 2014;United States;Drama;English
2755;Curse of the Starving Class;55;sexta-feira, 5 de maio de 1995;United States;Drama;English
2773;The Woman Between;54;sábado, 8 de agosto de 1931;United States;Drama;English
2845;Hello Herman;55;sábado, 6 de julho de 2013;United States;Drama;English
2871;Mad Youth;50;domingo, 5 de maio de 1940;United States;Drama;English
2966;On Trial;61;quarta-feira, 4 de janeiro de 1939;United States;Drama;English
2979;Heaven;48;segunda-feira, 10 de fevereiro de 2020;United States;Drama;English
2996;Sanctuary;60;quinta-feira, 3 de agosto de 1961;United States;Drama;English
2999;Rebellious Daughters;46;sexta-feira, 7 de janeiro de 1938;United States;Drama;English
3056;Heaven on Earth;59;segunda-feira, 12 de janeiro de 1931;United States;Drama;English
3072;Desire Under the Palms;47;segunda-feira, 1 de janeiro de 1968;United States;Drama;English
3091;Girl in the Woods;0;segunda-feira, 6 de janeiro de 1958;United States;Drama;English
3232;Slam;70;sexta-feira, 10 de julho de 1998;United States;Drama;English
3247;Let's Try Again;49;quinta-feira, 7 de junho de 1934;United States;Drama;English
3258;The Dark at the Top of the Stairs;71;quarta-feira, 10 de agosto de 1960;United States;Drama;English
3462;Big Ain't Bad;56;terça-feira, 4 de janeiro de 2005;United States;Drama;English
3470;Gypsy Angels;40;segunda-feira, 6 de agosto de 1990;United States;Drama;English
3573;Because of Eve;60;quinta-feira, 1 de janeiro de 1948;United States;Drama;English
3646;Exiled in America;48;sábado, 11 de abril de 1992;United States;Drama;English
3648;The Orgy at Lil's Place;58;terça-feira, 10 de janeiro de 1967;United States;Drama;English
3681;Voltaire;64;segunda-feira, 8 de maio de 1933;United States;Drama;English
3685;The Blue Hour;37;sexta-feira, 1 de janeiro de 1971;United States;Drama;English
3689;Lilith;68;sexta-feira, 10 de janeiro de 1964;United States;Drama;English
3692;Magic Hour;86;quinta-feira, 3 de julho de 2025;United States;Drama;English
3697;Take a Giant Step;69;segunda-feira, 12 de janeiro de 1959;United States;Drama;English
3713;The Three Sisters;68;sábado, 1 de janeiro de 1966;United States;Drama;English
3750;The Girl in the Book;61;quinta-feira, 12 de novembro de 2015;United States;Drama;English
3754;Four Girls in Town;62;segunda-feira, 4 de novembro de 1957;United States;Drama;English
3777;A Doll's House;60;sábado, 2 de dezembro de 1922;United States;Drama;English
3844;It's Impossible to Learn to Plow by Reading Books;56;sexta-feira, 1 de janeiro de 1988;United States;Drama;English
3971;A Kid Like Jake;56;sábado, 6 de janeiro de 2018;United States;Drama;English
3972;Concussion;56;domingo, 12 de maio de 2013;United States;Drama;English
3973;Wicked;61;sexta-feira, 10 de abril de 1931;United States;Drama;English
3994;The Genesis Children;51;sábado, 8 de janeiro de 1972;United States;Drama;English
4047;Angela;63;quinta-feira, 5 de fevereiro de 2015;United States;Drama;English
4117;His Wife's Secret Life;71;segunda-feira, 7 de dezembro de 2020;United States;Drama;English
4129;Death of a Salesman;72;sexta-feira, 5 de setembro de 1952;United States;Drama;English
4176;Merry-Go-Round;65;sexta-feira, 9 de março de 1923;United States;Drama;English
4306;Reno;73;sexta-feira, 10 de janeiro de 1930;United States;Drama;English
4316;Cool It Baby;43;sexta-feira, 5 de maio de 1967;United States;Drama;English
4372;The Layout;52;quarta-feira, 1 de janeiro de 1969;United States;Drama;English
4381;Lemon Sky;63;domingo, 2 de outubro de 1988;United States;Drama;English
4393;Purple Heart Diary;69;terça-feira, 11 de dezembro de 1951;United States;Drama;English
4444;Sue;71;sexta-feira, 9 de outubro de 1998;United States;Drama;English
4461;The Tender Years;67;segunda-feira, 1 de março de 1948;United States;Drama;English
4479;Men of Boys Town;66;terça-feira, 4 de novembro de 1941;United States;Drama;English
4481;Far North;49;sexta-feira, 11 de novembro de 1988;United States;Drama;English
4489;Country Hooker;47;quarta-feira, 10 de abril de 1974;United States;Drama;English
4523;Berkeley;49;segunda-feira, 10 de dezembro de 2007;United States;Drama;English
4553;Anne Against the World;0;sábado, 5 de janeiro de 1929;United States;Drama;English
4613;Justice;67;domingo, 5 de dezembro de 2004;United States;Drama;English
4656;The Sins of the Daughter;48;quinta-feira, 10 de dezembro de 1970;United States;Drama;English
4673;Bike Boy;66;quarta-feira, 10 de maio de 1967;United States;Drama;English
4749;Rich in Love;61;segunda-feira, 3 de maio de 1993;United States;Drama;English
4765;Little Birds;61;quinta-feira, 1 de setembro de 2016;United States;Drama;English
4775;The Starling Girl;67;terça-feira, 7 de novembro de 2023;United States;Drama;English
4781;God's Not Dead: In God We Trust;34;segunda-feira, 9 de dezembro de 2024;United States;Drama;English
4803;Madison Avenue;58;domingo, 1 de julho de 1962;United States;Drama;English
4836;The Tribes of Palos Verdes;58;quinta-feira, 12 de janeiro de 2017;United States;Drama;English
4862;Interior. Leather Bar.;50;domingo, 10 de março de 2013;United States;Drama;English
4894;They Live in Fear;54;sábado, 10 de junho de 1944;United States;Drama;English
5009;Brigitta;38;domingo, 1 de janeiro de 1967;United States;Drama;English
5046;Bolden;56;terça-feira, 5 de março de 2019;United States;Drama;English
5133;Gentlemen of the Press;61;sexta-feira, 5 de abril de 1929;United States;Drama;English
5183;Ben Is Back;67;sábado, 12 de maio de 2018;United States;Drama;English
5185;The Quitter;53;quarta-feira, 2 de maio de 1934;United States;Drama;English
5187;Hired Wife;0;quarta-feira, 3 de janeiro de 1934;United States;Drama;English
5233;Daybreak;61;quinta-feira, 5 de fevereiro de 1931;United States;Drama;English
5297;Off the Black;65;sábado, 12 de agosto de 2006;United States;Drama;English
5314;Arranged Marriage;45;segunda-feira, 1 de janeiro de 1996;United States;Drama;English
5332;Hilda Crane;63;domingo, 5 de agosto de 1956;United States;Drama;English
5421;Invisible Enemy;56;segunda-feira, 4 de abril de 1938;United States;Drama;English
5436;The Chinatown Mystery;52;segunda-feira, 9 de janeiro de 1928;United States;Drama;English
5438;Florian;73;segunda-feira, 8 de julho de 1940;United States;Drama;English
5531;Trial Marriage;65;quinta-feira, 3 de outubro de 1929;United States;Drama;English
5581;Let There Be Light;46;sábado, 11 de março de 2017;United States;Drama;English
5585;The Heart Is a Rebel;65;quarta-feira, 1 de janeiro de 1958;United States;Drama;English
5602;This Woman Is Dangerous;61;terça-feira, 2 de setembro de 1952;United States;Drama;English
5632;Palo Alto;62;sexta-feira, 5 de setembro de 2014;United States;Drama;English
5639;The Old Maid;74;quinta-feira, 9 de fevereiro de 1939;United States;Drama;English
5731;This Girl's Life;56;sexta-feira, 2 de fevereiro de 2007;United States;Drama;English
5749;A Modern Marriage;69;sábado, 7 de outubro de 1950;United States;Drama;English
5774;The Struggle;59;segunda-feira, 12 de outubro de 1931;United States;Drama;English
5779;Without Honor;61;sábado, 4 de novembro de 1950;United States;Drama;English
5795;The Flesh Merchant;46;terça-feira, 1 de janeiro de 1963;United States;Drama;English
5798;Return;61;terça-feira, 2 de outubro de 2012;United States;Drama;English
5871;Christmas at Maxwell's;44;quinta-feira, 12 de janeiro de 2006;United States;Drama;English
5890;Manglehorn;55;sexta-feira, 6 de março de 2015;United States;Drama;English
5902;A Hero Ain't Nothin' But a Sandwich;68;quinta-feira, 2 de março de 1978;United States;Drama;English
5926;A Hatful of Rain;71;segunda-feira, 9 de setembro de 1957;United States;Drama;English
5944;Welcome to Pine Hill;62;quinta-feira, 3 de janeiro de 2013;United States;Drama;English
5993;Sound of Hope: The Story of Possum Trot;72;domingo, 7 de abril de 2024;United States;Drama;English
6091;Rule Breakers;74;quinta-feira, 3 de julho de 2025;United States;Drama;English
6100;Miss Susie Slagle's;63;sábado, 3 de agosto de 1946;United States;Drama;English
6108;Female Animal;47;domingo, 5 de março de 1972;United States;Drama;English
6120;The Young Doctors;67;quinta-feira, 12 de janeiro de 1961;United States;Drama;English
6125;Dinky;55;terça-feira, 5 de novembro de 1935;United States;Drama;English
6308;Journey to Jerusalem;0;terça-feira, 4 de março de 1941;United States;Drama;English
6344;My Brothers' Crossing;31;segunda-feira, 9 de março de 2020;United States;Drama;English
6361;The Inspection;67;sábado, 12 de fevereiro de 2022;United States;Drama;English
6383;Probation;55;segunda-feira, 4 de janeiro de 1932;United States;Drama;English
6395;Divine Secrets of the Ya-Ya Sisterhood;61;sábado, 6 de julho de 2002;United States;Drama;English
6397;Our Dancing Daughters;67;segunda-feira, 9 de janeiro de 1928;United States;Drama;English
6410;Jailbait;57;sexta-feira, 5 de março de 2004;United States;Drama;English
6439;Linda;65;sexta-feira, 4 de janeiro de 1929;United States;Drama;English
6480;Three Who Loved;55;sábado, 7 de março de 1931;United States;Drama;English
6553;The Key;60;quinta-feira, 6 de setembro de 1934;United States;Drama;English
6573;Green and Gold;72;sábado, 1 de março de 2025;United States;Drama;English
6583;The Restless Ones;63;sexta-feira, 12 de fevereiro de 1965;United States;Drama;English
6609;Dark Hazard;63;sexta-feira, 2 de março de 1934;United States;Drama;English
6632;East of Eden;78;terça-feira, 4 de outubro de 1955;United States;Drama;English
6696;Public Stenographer;48;segunda-feira, 1 de outubro de 1934;United States;Drama;English
6749;I'm Losing You;51;segunda-feira, 9 de março de 1998;United States;Drama;English
6892;The Scarlet Letter;76;segunda-feira, 1 de agosto de 1927;United States;Drama;English
6904;Roaring City;57;quinta-feira, 5 de abril de 1951;United States;Drama;English
6924;Bastard Out of Carolina;73;segunda-feira, 11 de agosto de 1997;United States;Drama;English
6965;Love Scenes;46;domingo, 1 de janeiro de 1984;United States;Drama;English
7012;Urbania;68;sábado, 8 de setembro de 2001;United States;Drama;English
7018;The Line;61;quarta-feira, 6 de setembro de 2023;United States;Drama;English
7046;The Green Pastures;70;quarta-feira, 8 de janeiro de 1936;United States;Drama;English
7185;One Potato, Two Potato;72;quinta-feira, 8 de outubro de 1964;United States;Drama;English
7253;The Last Fall;55;segunda-feira, 3 de setembro de 2012;United States;Drama;English
7254;The Ballad of Jack and Rose;65;quinta-feira, 4 de agosto de 2005;United States;Drama;English
7279;Ms. Purple;63;domingo, 9 de junho de 2019;United States;Drama;English
7311;Some Velvet Morning;58;sábado, 12 de outubro de 2013;United States;Drama;English
7322;Play the Flute;72;quinta-feira, 3 de janeiro de 2019;United States;Drama;English
7346;Poster Boy;60;quinta-feira, 5 de agosto de 2004;United States;Drama;English
7348;Color of the Cross;29;segunda-feira, 11 de setembro de 2006;United States;Drama;English
7353;While Paris Sleeps;66;sexta-feira, 5 de agosto de 1932;United States;Drama;English
7402;4 Devils;0;terça-feira, 8 de janeiro de 1929;United States;Drama;English
7483;Straight Outta Tompkins;49;quarta-feira, 3 de junho de 2015;United States;Drama;English
7570;The Prom;65;quarta-feira, 1 de janeiro de 1992;United States;Drama;English
7621;Stallion Road;59;quinta-feira, 4 de dezembro de 1947;United States;Drama;English
7746;Roxanna;46;quinta-feira, 1 de janeiro de 1970;United States;Drama;English
7776;The Limited Mail;0;sábado, 9 de maio de 1925;United States;Drama;English
7783;The Crooked Road;65;sábado, 5 de outubro de 1940;United States;Drama;English
7792;A Rage to Live;63;sábado, 11 de dezembro de 1965;United States;Drama;English
7836;September 30, 1955;62;quinta-feira, 1 de junho de 1978;United States;Drama;English
7840;The Crime of Doctor Hallet;64;quinta-feira, 3 de novembro de 1938;United States;Drama;English
7842;Mom and Dad;52;segunda-feira, 4 de abril de 1949;United States;Drama;English
7942;You Belong to Me;65;quinta-feira, 9 de agosto de 1934;United States;Drama;English
8001;Michael O'Halloran;0;domingo, 8 de agosto de 1948;United States;Drama;English
8009;Boys' Reformatory;54;quinta-feira, 5 de janeiro de 1939;United States;Drama;English
8045;Shadows;61;quarta-feira, 11 de outubro de 1922;United States;Drama;English
8076;Starlet!;50;quinta-feira, 9 de outubro de 1969;United States;Drama;English
8100;Career;67;sexta-feira, 7 de julho de 1939;United States;Drama;English
8167;They Call It Sin;63;quarta-feira, 11 de maio de 1932;United States;Drama;English
8227;She Had to Choose;59;quarta-feira, 10 de janeiro de 1934;United States;Drama;English
8246;Spy Ship;62;sábado, 6 de junho de 1942;United States;Drama;English
8267;Youth on Trial;56;quinta-feira, 1 de novembro de 1945;United States;Drama;English
8281;Psychopathia Sexualis;37;domingo, 6 de agosto de 2006;United States;Drama;English
8322;Spoken Word;62;sábado, 3 de janeiro de 2009;United States;Drama;English
8356;The Stone Boy;65;quarta-feira, 4 de abril de 1984;United States;Drama;English
8363;We Can't Go Home Again;62;quinta-feira, 10 de fevereiro de 2011;United States;Drama;English
8365;Mickey the Kid;62;terça-feira, 7 de março de 1939;United States;Drama;English
8375;Constellation;43;sexta-feira, 2 de fevereiro de 2007;United States;Drama;English
8418;Little Accidents;58;segunda-feira, 5 de dezembro de 2016;United States;Drama;English
8529;Me and My Brother;66;quinta-feira, 9 de outubro de 1969;United States;Drama;English
8553;The Big Bounce;53;segunda-feira, 7 de abril de 1969;United States;Drama;English
8571;Bar Girls;50;terça-feira, 4 de julho de 1995;United States;Drama;English
8670;The Deep End of the Ocean;63;sexta-feira, 3 de dezembro de 1999;United States;Drama;English
8710;Her Unborn Child;82;quarta-feira, 1 de outubro de 1930;United States;Drama;English
8756;The Connection;70;terça-feira, 12 de novembro de 1996;United States;Drama;English
8770;The Playroom;53;sexta-feira, 2 de agosto de 2013;United States;Drama;English
8795;Tape;72;sábado, 7 de dezembro de 2002;United States;Drama;English
8819;Cover Me Babe;44;sábado, 10 de janeiro de 1970;United States;Drama;English
8820;The Pleasure of Being Robbed;61;segunda-feira, 10 de março de 2008;United States;Drama;English
8896;Dancing Mothers;67;domingo, 3 de janeiro de 1926;United States;Drama;English
8938;The Midnight Message;54;segunda-feira, 9 de agosto de 1926;United States;Drama;English
8970;Ann Carver's Profession;58;quarta-feira, 6 de setembro de 1933;United States;Drama;English
9001;The Masquerader;64;quinta-feira, 9 de março de 1933;United States;Drama;English
9036;The Journey;75;sexta-feira, 7 de novembro de 2003;United States;Drama;English
9093;Shanghai Madness;63;sábado, 8 de abril de 1933;United States;Drama;English
9135;Adoration;64;domingo, 12 de fevereiro de 1928;United States;Drama;English
9151;Mascara;45;segunda-feira, 5 de julho de 1999;United States;Drama;English
9167;A Message to Garcia;59;domingo, 4 de outubro de 1936;United States;Drama;English
9252;Warm Nights and Hot Pleasures;42;terça-feira, 10 de março de 1964;United States;Drama;English
9263;Circumstantial Evidence;0;sexta-feira, 4 de janeiro de 1929;United States;Drama;English
9280;A Child Is Waiting;72;sexta-feira, 1 de novembro de 1963;United States;Drama;English
9332;80 Steps to Jonah;55;domingo, 12 de janeiro de 1969;United States;Drama;English
9336;Racing Youth;0;segunda-feira, 4 de janeiro de 1932;United States;Drama;English
9343;Wildflowers;55;segunda-feira, 3 de abril de 2000;United States;Drama;English
9399;Dangerous Holiday;60;terça-feira, 6 de julho de 1937;United States;Drama;English
9558;The Barker;69;quarta-feira, 12 de setembro de 1928;United States;Drama;English
9579;Teenage Rebel;61;quarta-feira, 11 de janeiro de 1956;United States;Drama;English
9608;Happy Here and Now;53;terça-feira, 6 de agosto de 2002;United States;Drama;English
9631;Boys Life 2;65;quinta-feira, 3 de julho de 1997;United States;Drama;English
9632;Man Crazy;65;quinta-feira, 12 de fevereiro de 1953;United States;Drama;English
9669;Between Two Women;59;quarta-feira, 10 de julho de 1946;United States;Drama;English
9670;Middle of Nowhere;66;quinta-feira, 9 de janeiro de 2014;United States;Drama;English
9731;Where the Rivers Flow North;65;domingo, 3 de abril de 1994;United States;Drama;English
9763;Wild Child;50;terça-feira, 1 de janeiro de 1991;United States;Drama;English
9818;Bad Girls Do Cry;32;quinta-feira, 10 de junho de 1965;United States;Drama;English
9830;Blindness;66;terça-feira, 8 de setembro de 1998;United States;Drama;English
9840;Dinner at Eight;75;sábado, 1 de dezembro de 1934;United States;Drama;English
9845;The Trial of Mary Dugan;65;terça-feira, 6 de agosto de 1929;United States;Drama;English
9851;Madame X;71;domingo, 10 de janeiro de 1937;United States;Drama;English
9930;The Bed and How to Make It!;67;terça-feira, 12 de abril de 1966;United States;Drama;English
9949;Prelude to Love;47;quinta-feira, 4 de maio de 1995;United States;Drama;English
9970;Drive;64;quarta-feira, 8 de julho de 1992;United States;Drama;English
9987;Any Day Now;74;domingo, 9 de junho de 2013;United States;Drama;English
9992;Wages of Sin;76;terça-feira, 1 de janeiro de 1929;United States;Drama;English
10045;Karla;48;sábado, 12 de dezembro de 1970;United States;Drama;English
10048;Birch Interval;70;quarta-feira, 4 de agosto de 1976;United States;Drama;English
10072;Hot Nights on the Campus;51;quarta-feira, 1 de junho de 1966;United States;Drama;English
10082;Strangers Kiss;53;terça-feira, 12 de junho de 1984;United States;Drama;English
10088;Erotic Images;56;sábado, 1 de janeiro de 1983;United States;Drama;English
10108;Paris After Midnight;42;segunda-feira, 1 de janeiro de 1951;United States;Drama;English
10132;Babbitt;60;domingo, 12 de agosto de 1934;United States;Drama;English
10166;Best Man Wins;57;sábado, 5 de junho de 1948;United States;Drama;English
10207;A Picture of You;63;domingo, 10 de novembro de 2013;United States;Drama;English
10253;No Other Woman;59;quinta-feira, 1 de junho de 1933;United States;Drama;English
10297;Confessions of a Co-Ed;55;sábado, 7 de novembro de 1931;United States;Drama;English
10349;Alias Mary Dow;68;sábado, 5 de janeiro de 1935;United States;Drama;English
10376;Promises in the Dark;65;terça-feira, 4 de março de 1980;United States;Drama;English
10393;Harry & Son;58;sexta-feira, 3 de fevereiro de 1984;United States;Drama;English
10462;God's Step Children;56;sábado, 1 de janeiro de 1938;United States;Drama;English
10503;Tyson's Run;61;quinta-feira, 3 de novembro de 2022;United States;Drama;English
10536;Clean and Sober;67;sábado, 8 de outubro de 1988;United States;Drama;English
10610;Satan in High Heels;56;quarta-feira, 8 de março de 1967;United States;Drama;English
10692;Inside Story;0;terça-feira, 3 de outubro de 1939;United States;Drama;English
10775;Forgotten Women;51;segunda-feira, 12 de janeiro de 1931;United States;Drama;English
10778;The Letters;62;domingo, 12 de abril de 2015;United States;Drama;English
10881;Bump Kowalski and the Ten Commandments;0;sábado, 4 de julho de 2020;United States;Drama;English
10887;Truck Busters;60;quarta-feira, 2 de junho de 1943;United States;Drama;English
10957;A Flash of Green;65;quinta-feira, 10 de maio de 1984;United States;Drama;English
10981;Tiger Warsaw;47;segunda-feira, 5 de dezembro de 1988;United States;Drama;English
10993;The Conquest of Canaan;52;sexta-feira, 7 de outubro de 1921;United States;Drama;English
11022;Like Arrows;64;sexta-feira, 5 de janeiro de 2018;United States;Drama;English
11024;This Is My Love;65;domingo, 12 de setembro de 1954;United States;Drama;English
11079;Dreamland;63;segunda-feira, 8 de janeiro de 2007;United States;Drama;English
11124;The Mouthpiece;71;terça-feira, 5 de julho de 1932;United States;Drama;English
11225;Interview with the Assassin;65;quinta-feira, 5 de setembro de 2002;United States;Drama;English
11318;Cityscrapes: Los Angeles;63;sexta-feira, 1 de novembro de 1996;United States;Drama;English
11340;Into My Heart;60;sexta-feira, 5 de maio de 2000;United States;Drama;English
11388;The Bachelor Party;67;sexta-feira, 4 de outubro de 1957;United States;Drama;English
11420;Sensation Hunters;58;quinta-feira, 1 de março de 1934;United States;Drama;English
11454;Penitentiary;65;segunda-feira, 2 de maio de 1938;United States;Drama;English
11493;Terminal Bliss;44;quarta-feira, 3 de junho de 1992;United States;Drama;English
11638;The Girl the Body and the Pill;54;quarta-feira, 10 de maio de 1967;United States;Drama;English
11711;The Yankee Clipper;69;terça-feira, 5 de julho de 1927;United States;Drama;English
11773;Love, Honor and Behave;51;sábado, 3 de dezembro de 1938;United States;Drama;English
11864;The Spirit of West Point;66;quinta-feira, 10 de abril de 1947;United States;Drama;English
11905;Man of Courage;51;quinta-feira, 1 de abril de 1943;United States;Drama;English
11950;The Low Life;59;sábado, 7 de dezembro de 1996;United States;Drama;English
12010;The Crusader;62;terça-feira, 10 de maio de 1932;United States;Drama;English
12055;Paradise;66;quarta-feira, 10 de abril de 1991;United States;Drama;English
12071;Forty-Seven Days with Jesus;74;domingo, 3 de novembro de 2024;United States;Drama;English
12091;Rocket Gibraltar;65;terça-feira, 9 de fevereiro de 1988;United States;Drama;English
12128;The Young Unknowns;41;domingo, 3 de dezembro de 2000;United States;Drama;English
12216;Digging to China;67;segunda-feira, 9 de novembro de 1998;United States;Drama;English
12231;The Wizard of Loneliness;59;sábado, 3 de março de 1990;United States;Drama;English
12249;Places in the Heart;74;quinta-feira, 10 de maio de 1984;United States;Drama;English
12278;The Prince of Headwaiters;0;quarta-feira, 7 de setembro de 1927;United States;Drama;English
12282;The Pilgrimage Play;55;sábado, 1 de janeiro de 1949;United States;Drama;English
12305;Happiness Runs;48;terça-feira, 5 de janeiro de 2010;United States;Drama;English
12352;The President Vanishes;60;sexta-feira, 1 de novembro de 1935;United States;Drama;English
12363;Quiet City;63;segunda-feira, 3 de dezembro de 2007;United States;Drama;English
12370;Return to Peyton Place;58;sexta-feira, 5 de maio de 1961;United States;Drama;English
12503;Mother and Son;52;quinta-feira, 8 de janeiro de 1931;United States;Drama;English
12512;The Most Dangerous Game in Color;0;quarta-feira, 3 de agosto de 1932;United States;Drama;English
12541;Lost Boundaries;70;segunda-feira, 7 de fevereiro de 1949;United States;Drama;English
12546;The Tale of the Dean's Wife;49;quinta-feira, 1 de abril de 1971;United States;Drama;English
12619;Jennie Gerhardt;68;quarta-feira, 6 de setembro de 1933;United States;Drama;English
12679;The Family That Preys;60;terça-feira, 9 de dezembro de 2008;United States;Drama;English
12766;Hearts of Humanity;57;sábado, 9 de janeiro de 1932;United States;Drama;English
12772;On the Outs;67;quinta-feira, 3 de agosto de 2006;United States;Drama;English
